descriptor,exp_full,exp_good,comp_full,comp_good,exp_full_abs,exp_full_abs_rank,exp_good_abs,exp_good_abs_rank,comp_full_abs,comp_full_abs_rank,comp_good_abs,comp_good_abs_rank
vbur_near_vbur_max,0.12502293172020174,0.11831367196927016,0.12178903464040423,0.14064277755234728,0.12502293172020174,121.0,0.11831367196927016,131.0,0.12178903464040423,122.0,0.14064277755234728,120.0
vbur_near_vbur_min,0.7459051633694191,0.8352186758183437,0.4543949476010099,0.748239042208005,0.7459051633694191,4.0,0.8352186758183437,2.0,0.4543949476010099,3.0,0.748239042208005,3.0
vbur_near_vbur_vburminconf,0.7413142356091191,0.8343665304910646,0.4630328752922992,0.7482760107588246,0.7413142356091191,5.0,0.8343665304910646,3.0,0.4630328752922992,2.0,0.7482760107588246,2.0
vbur_near_vtot_boltz,-0.07644301516125115,-0.11261496824208987,0.13145782343867443,-0.00748109201896769,0.07644301516125115,144.0,0.11261496824208987,135.0,0.13145782343867443,115.0,0.00748109201896769,185.0
vbur_near_vtot_delta,-0.09869034972230441,-0.16391417657958948,0.014013432526154357,-0.1583882557795562,0.09869034972230441,129.0,0.16391417657958948,114.0,0.014013432526154357,177.0,0.1583882557795562,114.0
vbur_near_vtot_max,-0.0580803263929051,-0.11209640772709836,0.10076269593214013,-0.05197201649863076,0.0580803263929051,154.0,0.11209640772709836,136.0,0.10076269593214013,132.0,0.05197201649863076,166.0
vbur_near_vtot_min,-0.015340956213130637,-0.04315367090842989,0.15031012425302656,0.043194401515901135,0.015340956213130637,179.0,0.04315367090842989,162.0,0.15031012425302656,102.0,0.043194401515901135,173.0
vbur_near_vtot_vburminconf,-0.060642200617664135,-0.11829685121286211,0.09800883250204967,-0.053261609310418595,0.060642200617664135,153.0,0.11829685121286211,132.0,0.09800883250204967,136.0,0.053261609310418595,165.0
vbur_ovbur_max_boltz,0.18621824736270756,0.21614807313185885,0.2218000603992656,0.18751135063603566,0.18621824736270756,94.0,0.21614807313185885,95.0,0.2218000603992656,70.0,0.18751135063603566,99.0
vbur_ovbur_max_delta,-0.6142638611698361,-0.6187357009424193,-0.34516729088659,-0.5296611607006948,0.6142638611698361,20.0,0.6187357009424193,21.0,0.34516729088659,14.0,0.5296611607006948,23.0
vbur_ovbur_max_max,-0.017779592640522025,-0.012497521431026896,0.026432258008257156,-0.05585474141081276,0.017779592640522025,178.0,0.012497521431026896,183.0,0.026432258008257156,169.0,0.05585474141081276,164.0
vbur_ovbur_max_min,0.6617257507164078,0.7670797563935166,0.40748715776321753,0.6050212153139557,0.6617257507164078,14.0,0.7670797563935166,8.0,0.40748715776321753,9.0,0.6050212153139557,13.0
vbur_ovbur_max_vburminconf,0.6355959420786434,0.7166375657113856,0.38048917924997183,0.5163264548160249,0.6355959420786434,18.0,0.7166375657113856,15.0,0.38048917924997183,10.0,0.5163264548160249,27.0
vbur_ovbur_min_boltz,0.04870336014127585,0.209296322514636,-0.14537775068189243,-0.11922186507792577,0.04870336014127585,160.0,0.209296322514636,98.0,0.14537775068189243,110.0,0.11922186507792577,134.0
vbur_ovbur_min_delta,-0.25233930747974076,-0.2960075427178602,-0.2806760831025454,-0.26264932192639623,0.25233930747974076,73.5,0.2960075427178602,68.5,0.2806760831025454,40.5,0.26264932192639623,76.5
vbur_ovbur_min_max,-0.25233930747974076,-0.2960075427178602,-0.2806760831025454,-0.26264932192639623,0.25233930747974076,73.5,0.2960075427178602,68.5,0.2806760831025454,40.5,0.26264932192639623,76.5
vbur_ovbur_min_min,,,,,,,,,,,,
vbur_ovbur_min_vburminconf,,,,,,,,,,,,
vbur_ovtot_max_boltz,0.061015227784969345,0.03406265638322617,0.11535164680517648,0.08512732653437977,0.061015227784969345,151.0,0.03406265638322617,168.0,0.11535164680517648,125.0,0.08512732653437977,152.0
vbur_ovtot_max_delta,-0.17274254280777881,-0.25845162440563507,-0.044869080071206595,-0.317158919623546,0.17274254280777881,98.0,0.25845162440563507,79.0,0.044869080071206595,161.0,0.317158919623546,60.0
vbur_ovtot_max_max,-0.028674510011477305,-0.08433438916446365,0.05897752739008966,-0.09609727008029081,0.028674510011477305,171.0,0.08433438916446365,149.0,0.05897752739008966,153.0,0.09609727008029081,141.0
vbur_ovtot_max_min,0.1345499159022543,0.15150688224704992,0.16561875455437625,0.20048635665044232,0.1345499159022543,120.0,0.15150688224704992,123.0,0.16561875455437625,94.0,0.20048635665044232,96.0
vbur_ovtot_max_vburminconf,0.004330267199094651,-0.039385074488866065,0.058912645545885683,-0.07116862968155706,0.004330267199094651,182.0,0.039385074488866065,165.0,0.058912645545885683,154.0,0.07116862968155706,159.0
vbur_ovtot_min_boltz,-0.07891779247354469,0.15255852221046262,0.07640195598280043,-0.14131033688965797,0.07891779247354469,140.0,0.15255852221046262,121.0,0.07640195598280043,147.0,0.14131033688965797,118.0
vbur_ovtot_min_delta,-0.29208033939765904,-0.3260869302280546,-0.1931201949643391,-0.18933143520702547,0.29208033939765904,60.5,0.3260869302280546,58.5,0.1931201949643391,79.5,0.18933143520702547,97.5
vbur_ovtot_min_max,-0.29208033939765904,-0.3260869302280546,-0.1931201949643391,-0.18933143520702547,0.29208033939765904,60.5,0.3260869302280546,58.5,0.1931201949643391,79.5,0.18933143520702547,97.5
vbur_ovtot_min_min,,,,,,,,,,,,
vbur_ovtot_min_vburminconf,,,,,,,,,,,,
vbur_qvbur_max_boltz,0.13543564375148753,0.16068388046862708,0.22491780029068306,0.18239709562738116,0.13543564375148753,119.0,0.16068388046862708,118.0,0.22491780029068306,65.0,0.18239709562738116,101.0
vbur_qvbur_max_delta,-0.2684029170248647,-0.23890305571238898,-0.008175058110686402,-0.16810448846447373,0.2684029170248647,70.0,0.23890305571238898,88.0,0.008175058110686402,179.0,0.16810448846447373,104.0
vbur_qvbur_max_max,0.02068138146919645,0.03394554573107153,0.14927390555858294,0.07521930070516053,0.02068138146919645,176.0,0.03394554573107153,169.0,0.14927390555858294,106.0,0.07521930070516053,157.0
vbur_qvbur_max_min,0.581001798272518,0.6083021095745429,0.33310896904471216,0.5445748911275948,0.581001798272518,22.0,0.6083021095745429,22.0,0.33310896904471216,17.0,0.5445748911275948,20.0
vbur_qvbur_max_vburminconf,0.5688085804489647,0.6019944119034759,0.33297834014996064,0.5178372187599075,0.5688085804489647,24.0,0.6019944119034759,24.0,0.33297834014996064,18.0,0.5178372187599075,26.0
vbur_qvbur_min_boltz,0.6446953077014154,0.7780839670494806,0.3372708486386011,0.5721252656552813,0.6446953077014154,17.0,0.7780839670494806,6.0,0.3372708486386011,16.0,0.5721252656552813,15.0
vbur_qvbur_min_delta,-0.4659790299862055,-0.4509429159767009,-0.2291832262789839,-0.36262961885130585,0.4659790299862055,34.0,0.4509429159767009,42.0,0.2291832262789839,61.0,0.36262961885130585,51.0
vbur_qvbur_min_max,-0.020133588795593738,-0.031930080418385465,0.021283958731591588,0.06567483851432594,0.020133588795593738,177.0,0.031930080418385465,172.0,0.021283958731591588,174.0,0.06567483851432594,162.0
vbur_qvbur_min_min,0.7935578459234125,0.7982939266779714,0.434150103596902,0.7715875908240876,0.7935578459234125,1.0,0.7982939266779714,5.0,0.434150103596902,4.0,0.7715875908240876,1.0
vbur_qvbur_min_vburminconf,0.7339131460933475,0.7507752594928512,0.4874171710781173,0.7475665695179904,0.7339131460933475,6.0,0.7507752594928512,12.0,0.4874171710781173,1.0,0.7475665695179904,4.0
vbur_qvtot_max_boltz,0.11825333662946626,0.14081570889731268,0.21922433926641344,0.2019683706808153,0.11825333662946626,122.0,0.14081570889731268,128.0,0.21922433926641344,72.0,0.2019683706808153,95.0
vbur_qvtot_max_delta,-0.16854523413477507,-0.09668173004741196,0.08204074736528855,-0.11480231990537651,0.16854523413477507,101.0,0.09668173004741196,143.0,0.08204074736528855,144.0,0.11480231990537651,136.0
vbur_qvtot_max_max,0.08794618177606403,0.09487315551974743,0.175929435826088,0.1152765063841388,0.08794618177606403,133.0,0.09487315551974743,144.0,0.175929435826088,90.0,0.1152765063841388,135.0
vbur_qvtot_max_min,0.18779189150075798,0.1867699768887614,0.1843799702671594,0.22535688518887814,0.18779189150075798,93.0,0.1867699768887614,104.0,0.1843799702671594,85.0,0.22535688518887814,86.0
vbur_qvtot_max_vburminconf,0.100718012864076,0.10586836924189122,0.1396273618946537,0.08523064219872341,0.100718012864076,127.0,0.10586836924189122,140.0,0.1396273618946537,112.0,0.08523064219872341,151.0
vbur_qvtot_min_boltz,0.06444011404814254,0.09114649999521796,0.20299284461013384,0.1356572452106675,0.06444011404814254,148.0,0.09114649999521796,146.0,0.20299284461013384,76.0,0.1356572452106675,122.0
vbur_qvtot_min_delta,-0.5544487210648101,-0.5342793792382804,-0.22437254331525586,-0.484861556863898,0.5544487210648101,27.0,0.5342793792382804,30.0,0.22437254331525586,66.0,0.484861556863898,31.0
vbur_qvtot_min_max,-0.20306842926906557,-0.18872678175623744,0.1255085797080126,-0.11404996881925408,0.20306842926906557,87.0,0.18872678175623744,102.0,0.1255085797080126,120.0,0.11404996881925408,137.0
vbur_qvtot_min_min,0.2756697335638474,0.32317820560555977,0.3057031597704272,0.34618278882299075,0.2756697335638474,69.0,0.32317820560555977,61.0,0.3057031597704272,30.0,0.34618278882299075,54.0
vbur_qvtot_min_vburminconf,-0.0639133072445851,-0.03797699831049144,0.2607616194818042,0.09483367841834496,0.0639133072445851,149.0,0.03797699831049144,166.0,0.2607616194818042,51.0,0.09483367841834496,143.0
vbur_ratio_vbur_vtot_boltz,0.4040658628172593,0.46445069861563365,0.1445507658814485,0.29046559080834145,0.4040658628172593,46.0,0.46445069861563365,40.0,0.1445507658814485,111.0,0.29046559080834145,67.0
vbur_vbur_boltz,0.2792364124030229,0.3136261836903896,0.19179794194923733,0.2418213546287717,0.2792364124030229,66.0,0.3136261836903896,64.0,0.19179794194923733,81.0,0.2418213546287717,84.0
vbur_vbur_delta,-0.21680436500265976,-0.23466035982799102,-0.06941956822855205,-0.20294977009501447,0.21680436500265976,86.0,0.23466035982799102,90.0,0.06941956822855205,149.0,0.20294977009501447,94.0
vbur_vbur_max,0.08153168063279798,0.07670386073432542,0.11314653672287599,0.0877472743186781,0.08153168063279798,139.0,0.07670386073432542,155.0,0.11314653672287599,126.0,0.0877472743186781,149.0
vbur_vbur_min,0.6722764173876118,0.7179324346022979,0.4260043337804206,0.6711043164517237,0.6722764173876118,10.5,0.7179324346022979,13.5,0.4260043337804206,5.5,0.6711043164517237,9.5
vbur_vbur_vburminconf,0.6722764173876118,0.7179324346022979,0.4260043337804206,0.6711043164517237,0.6722764173876118,10.5,0.7179324346022979,13.5,0.4260043337804206,5.5,0.6711043164517237,9.5
vbur_vtot_boltz,0.029986628458120588,0.018638846865011903,0.17174105040172433,0.08176618679979174,0.029986628458120588,169.0,0.018638846865011903,178.0,0.17174105040172433,91.0,0.08176618679979174,153.0
vmin_r_boltz,-0.29147482253944657,-0.2645273243020823,0.09514338319973943,-0.17349383964889464,0.29147482253944657,62.0,0.2645273243020823,77.0,0.09514338319973943,138.0,0.17349383964889464,102.0
vmin_vmin_boltz,-0.13608984615373126,-0.14838249076846757,-0.3274444667895109,-0.2981459727249331,0.13608984615373126,118.0,0.14838249076846757,125.0,0.3274444667895109,21.0,0.2981459727249331,64.0
volume_boltz,0.028784929353435657,0.01691529197830085,0.17652117674686693,0.09249649029171911,0.028784929353435657,170.0,0.01691529197830085,181.0,0.17652117674686693,89.0,0.09249649029171911,145.0
