group,00-lpdoh2,01-rxt,02-ts-rxt-c1,03-c1,04-ts-c1-c2,05-c2,06-c2-h2o,07-ts-c2-c3,08-c3-boh3,09-c3,10-ts-c3-c4,11-c4,12-ts-rxt-t1,13-t1,14-ts-t1-t2,15-t2,16-t2-h2o,17-ts-t2-t3,18-t3-boh3,19-t3,20-ts-t3-t4,21-t4,22-c5,23-ts-c5-c6,24-t5,25-ts-t5-t6,26-t6,27-ts-t2-xa,28-xa,29-ts-xa-t3,30-ts-t2-xb,31-xb,32-ts-xb-t3,33-ts-rxt-ya,34-ya,35-ts-ya-c1,36-ts-rxt-yb,37-yb,38-ts-yb-c1,39-t2-lig,40-ts-t2-p1,41-p1-boh3,42-p1,43-t3-lig,44-ts-t3-p1,45-p1-h2o,58-c2alt,59-t2-2h2o,60-ts-t2-t3ob,61-t3ob-2h2o,62-t3ob-h2o,63-t3ob,64-ts-t3ob-t4ob,65-t4ob,66-ts-t2-t4ob,67-t4ob-h2o,68-ts-t4ob-t4-4mps,69-t4-boh3,70-t4ob-2h2o,71-ts-t4ob-t4-6mps,72-t4-boh3h2o,73-ts-t4ob-t5ob,74-t5ob-rh,75-t5ob,76-t5ob-1h2o,77-ts-t5ob-t6ob-4mps,78-t6ob,79-t5ob-2h2o,80-ts-t5ob-t6ob-6mps,81-t6ob-1h2o,82-ts-t2-t3-4mps,83-ts-t2-t3-6mps,84-t3-boh3h2o,85-c2dim,86-c2-naphboh2,87-ts-c2-naphboh2-hc1,88-hc1-boh3,89-hc1,90-ts-hc1-hc2,91-hc2,92-ts-hc2-hc3,93-hc3,94-ts-hc3-pd0boh3,95-lpd0boh3,96-hc4,97-ts-hc4-lpd0,98-lpd0,e00-lpdoh2,e01-ecrxt,e02-ts-ecrxt-ec1,e03-ec1,e04-ts-ec1-ec2,e05-ec2,e06-ec2-h2o,e07-ts-ec2-ec3,e08-ec3-bpinoh,e09-ec3,e10-ts-ec3-ec4,e11-ec4,e12-etrxt,e13-ts-etrxt-et1,e14-et1,e15-ts-et1-et2,e16-et2,e17-et2-h2o,e18-ts-et2-et3,e19-et3-bpinoh,e20-et3,e21-ts-et3-et4,e22-et4,e23-ts-etrxt-ec1b,e24-ec1b,e25-ts-ec1b-ec2b,e26-ec2b,e27-ec2b-h2o,e28-ts-ec2b-ec3b,e29-ec3b-bpinoh,e30-ts-ecrxt-et1b,e31-et1b,e32-ts-et1b-et2b,e33-et2b,e34-et2b-h2o,e35-ts-et2b-et3b,e36-et3b-bpinoh,exp_yield,exp_error,max_C_TM,max_C_TM_name,max_T_uncorr,max_T_uncorr_name,max_overall_uncorr_name,ddG_uncorr,17-ts-t2-t3-corr_1.0,max_T_corr_1.0,max_T_corr_1.0_name,max_overall_corr_1.0_name,ddG_corr_1.0,17-ts-t2-t3-corr_3.5,max_T_corr_3.5,max_T_corr_3.5_name,max_overall_corr_3.5_name,ddG_corr_3.5,17-ts-t2-t3-corr_5.0,max_T_corr_5.0,max_T_corr_5.0_name,max_overall_corr_5.0_name,ddG_corr_5.0
6cn3h-ptbu3,0.0,1.4357418738897296,14.144692997303821,13.842233389038112,16.82855138640633,-25.874101696890612,-23.544158699720036,-16.278853011606397,-19.363062500123256,-19.267681046923837,17.30985121881456,3.5084059513024033,11.263796606358705,2.929842136662117,13.161385516267329,-2.9555700287805866,0.3947035134578843,11.706818355760925,-2.05509380977061,-4.147838193059928,13.370973709568199,-6.202932002830538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.650096080308721,14.819893284118137,12.89971402981293,20.731033341393953,-23.884268881504454,-19.53500011962006,-14.900214507624716,-18.778851099526502,-16.78086065966394,19.796671606074458,5.995226338276942,1.9628499045784353,12.953679851999091,3.588727175094339,16.4382404399303,0.29179194555472365,5.586717614671544,14.410757050740076,-0.006275095443772206,-1.6610178058000313,15.857794096542738,-3.7161116155706413,,,,,,,,,,,,,,,0.901,0.014,16.82855138640633,04-ts-c1-c2,13.370973709568199,20-ts-t3-t4,04-ts-c1-c2,3.457577676838129,14.296578613849888,14.296578613849888,17-ts-t2-t3-corr_1.0,04-ts-c1-c2,2.53197277255644,13.467249199346666,13.467249199346666,17-ts-t2-t3-corr_3.5,04-ts-c1-c2,3.361302187059662,13.231130292687133,13.370973709568199,20-ts-t3-t4,04-ts-c1-c2,3.457577676838129
6cn3m-cyjohnphos,0.0,0.09130264110389541,15.66671743497221,5.0498831856454895,9.72106435247029,-27.298234644266433,-27.055388443857993,-21.35634661868835,-27.34467035203421,-21.330618725999162,10.770887846580488,-6.156810050805167,7.472070088578956,1.6412512545243605,14.67901738723922,-5.812934811240841,-1.8778223594890289,10.988006153729026,-3.6976000838402983,-5.627819491654545,15.42700878342709,-9.433664974182781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.087911030030969,14.378440308291502,3.158569371180637,11.022519180381924,-28.319192698536277,-26.129184333300266,-20.75205491192959,-24.98021432821074,-18.84379833930998,13.257708233840384,-3.669989662974554,2.849207158269208,9.90931722034919,2.3967727651306125,14.742395853161756,1.0212718091561745,5.216173219471186,14.877310408627158,-0.26198524162608905,-3.1409991038239315,17.913829170686984,-6.946844586352166,,,,,,,,,,,,,,,0.188,0.003,15.66671743497221,02-ts-rxt-c1,15.42700878342709,20-ts-t3-t4,02-ts-rxt-c1,0.23970865154512033,13.57776641181799,15.42700878342709,20-ts-t3-t4,02-ts-rxt-c1,0.23970865154512033,12.748436997314768,15.42700878342709,20-ts-t3-t4,02-ts-rxt-c1,0.23970865154512033,12.512318090655235,15.42700878342709,20-ts-t3-t4,02-ts-rxt-c1,0.23970865154512033
6cn3t-tbujohnphos,0.0,1.2101521868077376,15.116391550970333,12.686047024416535,17.415586579553278,-24.845299773316054,-21.33814884098826,-11.260345303750485,-18.016740738590148,-17.7343614367718,17.869275991666484,5.735123625683486,13.328616814181304,2.6226762068135785,14.184539854170778,-4.402920829184223,1.045117172527369,12.701107253824018,0.4000373448133773,-5.098828931933205,14.550377927788308,-7.750056823700808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,9.953242889597028,20.028536388314865,14.213405294011134,20.07559960528459,-19.249169514908136,-12.37354726378322,-8.758464687083105,-16.635592196373885,-15.2475410495119,20.35609637892638,8.221944012943384,2.738765475376947,15.666089925770263,6.790594706035509,14.882957994298266,-1.1894443717291459,4.441198912190236,17.423744203744324,1.0237818471053968,-2.612008544673309,17.037198315048204,-5.263236436440911,,,,,,,,,,,,,,,0.758,0.002,17.415586579553278,04-ts-c1-c2,14.550377927788308,20-ts-t3-t4,04-ts-c1-c2,2.86520865176497,15.290867511912982,15.290867511912982,17-ts-t2-t3-corr_1.0,04-ts-c1-c2,2.124719067640296,14.46153809740976,14.550377927788308,20-ts-t3-t4,04-ts-c1-c2,2.86520865176497,14.225419190750227,14.550377927788308,20-ts-t3-t4,04-ts-c1-c2,2.86520865176497
6ome3e-pcy3,0.0,2.80810528242764,18.290648661901834,5.867214388313334,9.902728370019085,-22.856408221732817,-20.042027843861405,-13.015175788318276,-20.71848314993569,-16.081815009193072,10.477527127164821,-1.106926864018245,13.11055724237377,4.9133998568898605,16.578802581352168,4.033631453529193,6.7683181170959745,18.93886603733771,10.9939674954279,2.858306047119251,21.051063217016367,-4.853786447891158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.6710541348639225,18.315121534474976,11.924564173252843,13.468865200431482,-19.627244025097593,-17.263415511046784,-13.417409416765262,-17.462963551409334,-13.610682361684038,12.948659775244572,1.364205784061505,4.634158102793398,13.945144956941272,6.288900812864299,18.68723470410699,9.63666431658283,11.151472394719168,24.076914316935927,7.023714507821243,5.329438695199,23.522195865096116,-2.3826538003821254,,,,,,,,,,,,,,,0.045,0.003,18.290648661901834,02-ts-rxt-c1,21.051063217016367,20-ts-t3-t4,20-ts-t3-t4,-2.760414555114533,21.528626295426676,21.528626295426676,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-3.2379776335248422,20.699296880923452,21.051063217016367,20-ts-t3-t4,20-ts-t3-t4,-2.760414555114533,20.463177974263917,21.051063217016367,20-ts-t3-t4,20-ts-t3-t4,-2.760414555114533
6ome3h-ptbu3,0.0,3.0528340104419223,13.574286806854582,12.860180927546947,17.345619263871352,-23.28248721298028,-20.889165750457884,-13.491455544828066,-16.71622717505215,-16.002748804946464,15.485053417994132,2.9856904875955528,13.449412404327502,2.8143803778714123,13.249864364250312,-1.6189746652994677,3.2737173756557265,14.484803178802881,-1.2368213432998443,-1.0084078633822982,13.333950645536797,-6.0140516251789755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,8.534757528748388,13.914396988639,13.018313336610879,19.913388384410492,-21.18221271498722,-16.923305329547727,-12.37072347009159,-15.896699689036058,-13.531616156581356,17.956186066073883,5.456823135960661,5.593620220173338,15.540901768927569,4.6222354208224425,18.194012189442443,3.753762189374708,8.598135994385567,17.359424474304227,2.7867699570056677,1.46272478498281,15.805083293616548,-3.542918976813867,,,,,,,,,,,,,,,0.904,0.019,17.345619263871352,04-ts-c1-c2,14.484803178802881,17-ts-t2-t3,04-ts-c1-c2,2.860816085068471,17.074563436891847,17.074563436891847,17-ts-t2-t3-corr_1.0,04-ts-c1-c2,0.2710558269795058,16.245234022388622,16.245234022388622,17-ts-t2-t3-corr_3.5,04-ts-c1-c2,1.10038524148273,16.009115115729088,16.009115115729088,17-ts-t2-t3-corr_5.0,04-ts-c1-c2,1.3365041481422644
6ome3m-cyjohnphos,0.0,1.14112613578481,17.73561645574641,6.4285216904832465,10.086274916885872,-24.46879403698754,-25.771503883873784,-20.009711101983548,-24.409180628559554,-19.515861077546337,10.262605103079174,-6.534570804966861,10.154673458136136,3.080758185623282,16.292971976925603,-3.868282684362492,1.249057779586415,14.139359165948328,-2.4306582808694124,-2.360377210301157,17.015235480424284,-8.095187081098311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.683540810627102,15.83991007458506,3.057540332595468,11.602338013996821,-25.645374461801374,-23.105215761557265,-17.975952617064195,-22.030919394873926,-17.044728429466588,12.733737751158923,-4.063438156887111,4.684672622371341,12.582507947311427,4.2686337834914845,16.929894180448546,4.874808018997515,8.527541169501696,18.44219222063566,2.6603267811883615,0.11075543777859252,19.48636812907475,-5.624054433018562,,,,,,,,,,,,,,,0.08,0.011,17.73561645574641,02-ts-rxt-c1,17.015235480424284,20-ts-t3-t4,02-ts-rxt-c1,0.7203809753221257,16.729119424037293,17.015235480424284,20-ts-t3-t4,02-ts-rxt-c1,0.7203809753221257,15.899790009534069,17.015235480424284,20-ts-t3-t4,02-ts-rxt-c1,0.7203809753221257,15.663671102874536,17.015235480424284,20-ts-t3-t4,02-ts-rxt-c1,0.7203809753221257
6ome3t-tbujohnphos,0.0,2.8648948968786385,16.47871480628456,13.803014041373102,16.829492650494608,-22.145126135260735,-18.565811603617412,-8.462280174261169,-15.157807182268948,-15.858107851143712,17.214783520216116,5.048000657468931,16.257203931298093,2.7525706858098196,14.328867052801838,-2.704879959638147,4.0653206856343855,15.457756752014719,2.2643682481851495,-2.056662583631553,14.463154099065294,-7.850458353084029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.699852234849407,23.233227712947663,15.55000065777761,21.423490141534717,-18.33865314295984,-9.593052401650608,-5.903923696887689,-13.701357492444552,-13.386975203063962,19.685916168866584,7.519133305548681,6.248426446224678,17.586896689848135,8.388861555971026,16.56091855910913,2.338414376247955,6.417854027772261,20.78343038971917,4.261103669073101,0.4144700650189133,16.934286747145045,-5.3793257050042795,,,,,,,,,,,,,,,0.572,0.016,16.829492650494608,04-ts-c1-c2,16.257203931298093,12-ts-rxt-t1,04-ts-c1-c2,0.5722887191965143,18.047517010103682,18.047517010103682,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-1.2180243596090747,17.21818759560046,17.21818759560046,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-0.3886949451058541,16.982068688940927,16.982068688940927,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-0.15257603844631973
9a-cbujohnphos,0.0,3.723955485160715,19.48385809055481,4.776289017790852,9.601837536185036,-28.781667244042477,-25.581995996449557,-20.096307420933897,-25.23498320973406,-18.883331441290608,10.79912577664818,-3.543860241472863,13.42588079584264,2.253073076272216,14.200227593350926,-3.978096856911372,-0.14903352021388963,13.920985839254463,-4.25922113975511,-3.8864804609211445,14.585518463072434,-10.466545709567503,,,,,,,,,,,,,,,,,,1.7516929374166212,11.451108209863966,-32.18778913692903,-30.18603363985727,2.3936352176940847,10.355476518044012,-30.47343301843014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.48385809055481,02-ts-rxt-c1,14.585518463072434,20-ts-t3-t4,02-ts-rxt-c1,4.898339627482377,16.51074609734343,16.51074609734343,17-ts-t2-t3-corr_1.0,02-ts-rxt-c1,2.9731119932113828,15.681416682840204,15.681416682840204,17-ts-t2-t3-corr_3.5,02-ts-rxt-c1,3.802441407714607,15.445297776180672,15.445297776180672,17-ts-t2-t3-corr_5.0,02-ts-rxt-c1,4.0385603143741395
9b-cptjohnphos,0.0,2.868346199486856,19.080055688246883,7.439753346130383,13.004508126178008,-24.368706261919932,-23.578671725802216,-13.859803656965534,-19.368710086079723,-17.777345841360642,11.664775214689644,-1.6729404877709868,13.43811723241457,4.003510994143509,14.555084249371136,-3.223516610964116,2.5219609225440247,15.271072657426046,-2.1881258364887373,-2.555846438853541,15.48317088867614,-7.8457520315012,,,,,,,,,,,,,,,,,,-1.308984942900733,16.27508795382649,-21.120716778382675,-20.503247370963713,0.04267064998786926,11.469619741879667,-16.736307480928797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.080055688246883,02-ts-rxt-c1,15.48317088867614,20-ts-t3-t4,02-ts-rxt-c1,3.596884799570743,17.86083291551501,17.86083291551501,17-ts-t2-t3-corr_1.0,02-ts-rxt-c1,1.2192227727318716,17.031503501011787,17.031503501011787,17-ts-t2-t3-corr_3.5,02-ts-rxt-c1,2.048552187235096,16.795384594352253,16.795384594352253,17-ts-t2-t3-corr_5.0,02-ts-rxt-c1,2.28467109389463
9c-etjohnphos,0.0,3.5724119264268865,18.064745219648152,-0.04957325548966365,10.102903919583582,-27.38765475605234,-24.410749402420496,-15.977648422886016,-26.66099868585716,-22.7396914439675,10.891683436726685,-9.435233747473006,13.74685193612405,1.1376748326058754,15.613065368243097,-3.470755377498337,-0.9017312379845875,13.951420052385044,-1.35855819781968,-3.310112930485182,15.8797569308813,-7.2696982553808525,,,,,,,,,,,,,,,,,,2.087096797047493,10.314374641346369,-40.01440212721258,-37.32552366164091,3.34023338901479,7.185611974094367,-36.517291348108465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.064745219648152,02-ts-rxt-c1,15.8797569308813,20-ts-t3-t4,02-ts-rxt-c1,2.184988288766853,16.541180310474008,16.541180310474008,17-ts-t2-t3-corr_1.0,02-ts-rxt-c1,1.5235649091741443,15.711850895970786,15.8797569308813,20-ts-t3-t4,02-ts-rxt-c1,2.184988288766853,15.475731989311253,15.8797569308813,20-ts-t3-t4,02-ts-rxt-c1,2.184988288766853
9d-mejohnphos,0.0,3.374432660495997,19.239756871742475,2.061055150898767,9.08602467769462,-28.2652268757794,-26.328104863604793,-20.202984046331608,-22.59818803760128,-21.427882707660498,10.805400872662668,-7.531683496436226,12.354094467108522,2.468308855529554,15.344805031173237,-2.9816116752146713,-1.2804332573759927,15.052385576416565,-0.2029993424000505,-2.55302264544727,15.356727712858834,-9.80389561392609,,,,,,,,,,,,,,,,,,1.4429582339924976,12.130701063660137,-40.11950997817863,-36.0570130853798,-1.8608796004781958,6.420364065721483,-37.39172591982828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.239756871742475,02-ts-rxt-c1,15.356727712858834,20-ts-t3-t4,02-ts-rxt-c1,3.883029158883641,17.64214583450553,17.64214583450553,17-ts-t2-t3-corr_1.0,02-ts-rxt-c1,1.5976110372369448,16.812816420002306,16.812816420002306,17-ts-t2-t3-corr_3.5,02-ts-rxt-c1,2.426940451740169,16.576697513342772,16.576697513342772,17-ts-t2-t3-corr_5.0,02-ts-rxt-c1,2.6630593583997033
9e-pcbu3,0.0,1.1103781669118213,16.203238109682648,3.224457875337753,9.224704290083857,-28.381316144913484,-25.933401350432266,-20.652908400950267,-23.206244801569227,-20.884459428875054,9.920612392547481,-5.4282714507212795,11.722819849542045,3.959271570294697,13.484866694497962,-1.2804332573759927,1.6092482672474773,13.627311364667106,3.059422860772026,-1.5345746296973666,14.39287302821168,-7.51411322907952,,,,,,,,,,,,,,,,,,-1.5188868905172195,8.688183616229493,-32.54358705789359,-30.068689352319293,-2.099333233619422,8.680025992038445,-28.35621576228232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.203238109682648,02-ts-rxt-c1,14.39287302821168,20-ts-t3-t4,02-ts-rxt-c1,1.8103650814709678,16.21707162275607,16.21707162275607,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-0.013833513073421955,15.387742208252847,15.387742208252847,17-ts-t2-t3-corr_3.5,02-ts-rxt-c1,0.8154959014298004,15.151623301593315,15.151623301593315,17-ts-t2-t3-corr_5.0,02-ts-rxt-c1,1.051614808089333
9f-pcpr3,0.0,4.014806166627159,17.651843929631614,5.382777007612497,11.355413001778215,-27.63552103235922,-24.64857552578906,-19.489819431112252,-23.283114722752945,-20.578548518001128,9.792914196899488,-4.944147824906775,14.582067160464216,3.8190231837591604,14.068764340493741,-2.817517925593298,1.4137790389804519,13.871726338651131,1.7024334368132894,-2.9442748562969365,14.608422562355349,-8.19464734696397,,,,,,,,,,,,,,,,,,4.914654875579114,7.7968062857842,-30.835192280237504,-31.85175776781085,1.2092109224341,7.333076720732672,-25.913007289669288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.651843929631614,02-ts-rxt-c1,14.608422562355349,20-ts-t3-t4,02-ts-rxt-c1,3.043421367276265,16.461486596740095,16.461486596740095,17-ts-t2-t3-corr_1.0,02-ts-rxt-c1,1.1903573328915193,15.632157182236872,15.632157182236872,17-ts-t2-t3-corr_3.5,02-ts-rxt-c1,2.0196867473947417,15.39603827557734,15.39603827557734,17-ts-t2-t3-corr_5.0,02-ts-rxt-c1,2.2558056540542744
9g-pet3,0.0,3.5131122728852326,14.707255317877628,0.14840601101194237,8.819960623687649,-25.56693576704207,-26.32559482537021,-21.063299653588295,-24.393492889379406,-21.435412822649596,8.021140953606222,-8.70010629762973,10.087529935860482,3.998177163358733,13.72834040410835,1.5540274258013471,2.296998745520055,16.764859166168176,2.3277467135369685,-0.37179941417496915,13.427763324589915,-8.260222095949397,,,,,,,,,,,,,,,,,,-0.7539527364599508,6.2703892808485975,-38.54320596315239,-37.03279045142719,-0.8047810109242255,5.453371833352443,-33.36123201459169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.707255317877628,02-ts-rxt-c1,16.764859166168176,17-ts-t2-t3,17-ts-t2-t3,-2.0576038482905474,19.35461942425714,19.35461942425714,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-4.647364106379513,18.525290009753917,18.525290009753917,17-ts-t2-t3-corr_3.5,17-ts-t2-t3-corr_3.5,-3.8180346918762886,18.289171103094382,18.289171103094382,17-ts-t2-t3-corr_5.0,17-ts-t2-t3-corr_5.0,-3.5819157852167542
9h-pme3,0.0,4.728598291048463,16.694578095029204,2.3622597393337905,10.75143504990579,-27.106216718607627,-24.121153740784738,-18.973692818020865,-24.806394180537378,-19.476955485338376,10.133965642772186,-6.74541401781306,12.7651132289485,2.9947893761602375,14.369027664840486,-0.4132150454735856,2.1664767564657916,14.247918319522597,0.9164777125057388,-0.06808478750536495,14.793224127340672,-10.627188157436732,,,,,,,,,,,,,,,,,,-0.06808478750536495,8.902164375941503,-36.07521086279453,-35.40440314296207,0.4176076121700828,6.401538778534092,-33.86323966321995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.694578095029204,02-ts-rxt-c1,14.793224127340672,20-ts-t3-t4,02-ts-rxt-c1,1.9013539676885323,16.837678577611563,16.837678577611563,17-ts-t2-t3-corr_1.0,17-ts-t2-t3-corr_1.0,-0.14310048258235852,16.00834916310834,16.00834916310834,17-ts-t2-t3-corr_3.5,02-ts-rxt-c1,0.6862289319208656,15.772230256448806,15.772230256448806,17-ts-t2-t3-corr_5.0,02-ts-rxt-c1,0.9223478385803983
